74,13,979
34,113,209
38,59,1067
98,112,894
100,94,300
89,66,433
37,3,968
4,79,982
12,20,1094
81,52,16
24,107,1004
29,80,718
26,50,617
92,100,589
105,7,324
106,30,349
91,46,824
17,29,966
92,65,422
38,7,113
66,11,551
11,1,230
59,19,486
41,112,210
17,101,715
40,7,668
59,113,741
37,118,954
19,69,52
23,73,1062
61,18,666
69,46,1056
31,105,127
37,116,666
7,51,291
98,22,730
1,53,1066
16,45,8
86,117,376
109,58,331
104,68,287
21,28,388
18,68,244
109,15,413
12,16,916
61,43,40
49,61,159
60,92,948
6,62,585
25,45,226
26,67,791
104,52,319
78,48,858
106,55,451
20,29,889
80,24,1080
78,2,238
2,90,176
80,28,613
86,101,618
15,4,58
65,13,211
108,66,41
37,101,260
10,88,420
22,67,236
79,69,526
54,30,43
34,42,82
65,19,87
89,39,294
18,29,593
14,35,685
46,65,898
38,113,872
16,16,1086
107,100,276
11,77,1085
30,114,862
72,17,1083
21,108,887
60,30,715
60,108,575
60,5,712
88,92,941
50,43,192
74,28,560
88,33,1098
57,103,1066
78,26,63
26,91,319
74,19,67
44,18,81
37,39,1023
80,23,323
66,115,518
35,17,517
64,39,592
24,94,483
8,7,15
38,37,453
94,113,1052
82,71,416
6,2,188
32,1,748
40,91,403
10,97,523
100,34,1072
73,13,213
78,112,966
103,118,905
93,116,827
51,72,83
33,79,137
44,13,587
105,36,875
72,67,403
87,43,621
89,4,1033
36,91,409
60,106,782
34,71,784
90,1,35
82,72,1011
103,14,866
21,99,850
40,104,161
17,21,919
70,109,185
24,110,661
47,75,114
79,17,1086
75,67,703
98,115,215
90,71,1088
100,68,118
47,81,491
10,70,334
13,63,108
13,97,765
17,84,799
2,53,843
40,50,76
25,108,389
30,96,656
42,95,720
56,112,497
103,5,959
4,46,64
34,72,302
67,12,947
61,36,834
72,10,399
13,50,1097
6,84,1040
99,82,655
36,89,697
21,1,443
53,62,261
32,7,410
81,102,300
99,10,441
103,78,900
90,27,906
22,89,212
75,7,90
14,45,1093
67,93,181
37,109,1075
84,117,589
44,79,877
10,90,45
39,28,336
24,30,917
71,37,837
93,112,697
53,102,38
12,97,107
102,62,904
14,115,505
78,66,1089
21,38,22
82,99,392
109,55,1055
78,17,141
80,15,239
89,87,263
36,41,237
13,25,153
85,103,614
85,42,1026
19,47,144
101,4,973
54,62,77
56,47,962
63,96,45
82,30,290
98,14,940
8,3,969
32,78,148
51,104,1046
16,97,708
66,44,102
85,24,334
96,61,730
96,39,338
3,61,767
5,94,289
9,78,1030
48,29,428
7,42,767
14,40,559
106,50,251
31,40,798
13,16,637
15,56,400
10,68,14
61,69,182
38,94,126
20,93,270
32,54,839
103,83,1097
20,23,12
73,89,463
64,19,326
2,30,924
87,54,742
68,76,150
33,23,224
31,39,429
38,116,228
78,88,1048
74,22,477
5,28,1062
91,54,979
8,98,724
57,101,853
45,3,974
57,74,38
58,83,977
29,78,512
54,57,244
50,98,501
78,24,565
76,116,299
34,49,366
34,23,492
59,98,83
72,88,226
31,102,523
106,3,178
17,110,706
75,21,479
36,79,751
49,63,1045
90,113,420
12,63,542
71,59,112
62,9,672
65,55,58
92,6,206
63,17,872
39,37,408
87,108,22
33,92,1076
93,75,473
94,33,341
84,17,968
31,56,241
38,91,1053
23,14,8
109,80,636
67,47,757
32,49,632
62,41,769
108,90,582
11,95,784
91,58,1034
30,88,630
80,58,128
8,30,473
99,94,941
11,86,397
56,21,409
54,79,116
58,43,504
84,8,147
22,73,521
8,111,1034
72,15,611
1,67,962
47,59,500
2,107,772
85,7,770
21,105,814
20,41,854
24,78,601
105,97,635
46,78,164
19,90,1001
88,4,354
12,92,498
6,97,502
57,79,267
50,21,286
17,87,505
48,58,810
82,69,561
82,41,823
109,2,203
98,94,730
102,25,1039
95,75,445
73,109,117
73,13,266
69,72,581
5,113,961
79,70,612
36,84,777
34,22,983
8,4,304
27,60,603
52,40,1093
3,27,307
85,118,246
103,83,1081
10,108,757
61,66,1077
86,98,960
94,94,74
49,9,697
20,102,512
85,29,430
109,66,1030
3,48,1075
70,23,641
7,88,898
40,71,752
19,57,461
5,31,618
70,75,2
69,110,561
104,3,800
91,80,113
55,97,393
63,78,891
100,62,768
78,30,507
88,7,323
31,30,507
19,88,747
85,63,204
17,61,1069
45,109,431
32,80,993
78,19,967
72,83,260
9,50,727
23,4,395
68,113,948
91,30,652
64,98,143
72,60,18
78,53,1099
43,27,823
22,64,1091
16,100,90
15,90,652
73,9,1047
26,86,1014
45,55,656
15,62,539
93,84,177
32,44,601
38,53,389
102,72,1092
32,108,472
38,73,26
48,11,764
1,4,953
53,4,131
68,94,637
27,2,514
92,3,883
101,35,582
69,81,353
3,113,612
63,21,1017
39,56,729
2,88,628
51,8,541
13,75,27
32,26,405
93,35,244
75,25,563
37,48,156
40,50,818
25,18,812
36,17,495
31,2,722
47,62,1041
10,64,357
64,39,582
61,83,589
68,36,550
10,59,487
65,38,300
85,54,1045
58,40,593
7,95,1033
37,32,196
49,78,756
92,86,372
65,84,946
9,67,676
19,73,296
87,111,965
12,44,728
31,63,1075
67,56,353
34,52,787
68,70,370
91,114,549
103,40,34
31,8,495
90,49,202
43,112,955
70,75,1051
37,113,640
75,10,1064
41,56,35
70,99,389
22,15,453
89,71,624
12,107,329
72,72,580
107,77,352
59,117,705
85,27,861
21,101,1051
44,95,63
38,54,7
98,67,902
70,70,840
103,82,553
68,111,938
51,55,652
52,89,1000
26,90,290
52,71,139
62,116,346
12,34,166
62,94,2
58,59,84
81,115,427
61,69,107
41,109,132
76,30,565
28,1,1013
61,96,397
56,60,456
105,14,684
50,14,197
25,34,626
58,32,994
30,30,549
15,30,225
56,68,86
22,52,17
107,45,532
49,53,55
31,16,874
73,93,34
18,105,952
76,26,710
98,50,283
20,14,262
54,95,652
61,31,63
26,77,150
91,115,707
45,67,1025
3,65,557
15,35,183
103,90,800
99,38,257
15,93,1041
109,2,419
62,44,789
70,37,430
18,74,940
81,110,179
103,41,619
32,107,94
52,74,466
52,78,296
107,34,301
53,99,1058
65,108,31
71,45,969
52,15,1031
41,76,762
27,85,113
67,46,905
44,73,366
106,38,9
61,41,320
84,91,40
13,116,460
2,24,208
92,21,280
20,63,549
66,36,1079
53,108,226
38,109,955
107,43,1090
76,30,976
43,90,253
5,28,355
32,112,409
20,16,80
20,70,25
50,22,705
99,32,991
78,33,25
49,11,303
100,26,301
77,61,860
98,3,877
30,22,688
83,67,655
4,26,256
21,65,602
47,39,553
97,48,864
29,63,2
86,86,970
35,46,71
20,29,369
50,27,969
83,56,291
19,54,662
71,69,725
92,113,1017
96,94,678
25,98,145
47,117,142
106,65,867
35,53,896
15,40,596
49,40,414
87,72,714
86,92,129
104,68,186
63,22,177
92,62,354
33,54,846
28,118,255
72,67,93
85,38,142
99,19,331
58,98,171
16,31,530
107,66,1008
69,24,776
87,109,766
38,81,409
43,79,44
72,53,229
31,4,382
90,4,658
34,37,881
13,61,335
25,5,252
89,108,596
98,61,331
9,49,140
59,99,341
20,86,194
11,109,122
22,59,924
46,91,203
12,93,414
71,53,967
63,57,448
9,54,315
91,76,892
91,104,806
36,50,41
37,51,681
68,26,1093
9,46,368
97,47,312
72,45,165
32,47,336
58,18,991
40,80,981
17,16,153
91,16,1026
31,62,563
1,67,427
67,68,524
107,2,348
44,33,392
14,67,391
75,74,1006
28,15,951
7,4,187
52,44,582
77,31,873
56,45,334
77,115,851
32,3,504
48,76,283
4,23,117
18,79,624
28,73,521
44,1,382
42,9,235
98,93,756
70,40,671
31,54,666
54,15,352
97,36,80
47,39,116
85,20,605
77,27,633
51,10,9
54,50,756
